Date,Default Channel Grouping,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Avg. Order Value,Revenue
20171004,Email,"17,586","4,988","19,870",11.23%,5.49,0:03:53,0.82%,162,R$651.31,"R$105,512.31"
20171004,Organic Search,"101,693","41,642","124,964",12.80%,6.55,0:08:14,3.87%,"4,838",R$772.44,"R$3,737,073.46"
20171004,Paid Search,"20,142","10,933","24,119",30.24%,4.79,0:05:28,1.27%,306,R$978.88,"R$299,538.70"
20171004,Referral,"31,386","9,026","38,747",13.95%,5.9,0:06:46,4.04%,"1,566",R$832.51,"R$1,303,712.79"
20171004,Social,"10,798","6,828","14,638",35.92%,3.1,0:02:00,0.32%,47,R$756.55,"R$35,557.95"
20171005,(Other),"3,475","1,760","4,210",55.20%,3.35,0:03:11,0.67%,28,R$596.09,"R$16,690.44"
20171005,Direct,"156,579","73,448","182,859",15.74%,4.67,0:05:04,1.99%,"3,633",R$792.60,"R$2,879,513.53"
20171005,Display,"31,278","3,637","43,523",41.37%,3.48,0:03:11,0.48%,211,R$906.45,"R$191,261.64"
20171005,Email,"17,988","5,662","21,023",18.30%,4.54,0:03:21,0.48%,100,R$624.46,"R$62,445.61"
20171005,Organic Search,"97,088","39,085","118,510",13.13%,6.2,0:07:39,2.87%,"3,404",R$830.89,"R$2,828,357.90"
20171005,Paid Search,"18,379","10,021","21,801",30.58%,4.66,0:05:00,0.91%,199,"R$1,118.54","R$222,588.89"
20171005,Referral,"28,946","8,241","35,742",15.42%,5.48,0:06:01,2.81%,"1,005",R$844.66,"R$848,883.30"
20171005,Social,"9,268","4,411","13,036",22.78%,3.48,0:02:21,0.21%,27,R$941.91,"R$25,431.45"
20171006,(Other),"3,650","2,003","4,475",61.81%,3.11,0:02:52,1.01%,45,R$750.18,"R$33,758.13"
20171006,Direct,"148,496","69,575","175,762",16.53%,4.6,0:04:56,1.91%,"3,357",R$807.89,"R$2,712,073.31"
20171006,Display,"29,056","3,284","40,687",41.09%,3.66,0:03:14,0.61%,247,R$795.06,"R$196,380.46"
20171006,Email,"9,694","2,496","11,137",16.83%,4.83,0:03:24,0.51%,57,R$900.22,"R$51,312.34"
20171006,Organic Search,"92,062","36,673","111,972",13.38%,6.1,0:07:20,2.73%,"3,054",R$804.36,"R$2,456,527.48"
20171006,Paid Search,"16,327","8,617","19,245",31.08%,4.57,0:04:51,0.81%,155,"R$1,325.72","R$205,487.18"
20171006,Referral,"25,820","6,643","32,276",15.15%,5.36,0:05:56,2.83%,913,R$882.56,"R$805,778.25"
20171006,Social,"14,385","7,077","21,548",19.16%,3.71,0:02:06,0.19%,42,R$831.41,"R$34,919.38"
20171007,(Other),"2,843","1,632","3,576",65.94%,2.82,0:02:16,0.56%,20,R$663.55,"R$13,271.07"
20171007,Direct,"120,843","61,423","137,595",15.47%,4.67,0:04:39,2.04%,"2,812",R$725.84,"R$2,041,058.99"
20171007,Display,"24,005","4,338","34,020",39.21%,3.59,0:03:12,0.68%,231,R$795.18,"R$183,687.04"
20171007,Email,"8,983","2,430","10,643",17.41%,5,0:03:35,0.74%,79,R$691.94,"R$54,663.37"
20171007,Organic Search,"70,236","28,138","84,290",13.29%,6.53,0:07:24,2.98%,"2,512",R$824.83,"R$2,071,963.41"
20171007,Paid Search,"11,197","5,365","13,753",30.39%,4.97,0:05:21,1.21%,167,"R$1,347.91","R$225,100.83"
20171007,Referral,"22,961","5,283","28,835",14.18%,6.08,0:06:34,3.09%,890,R$843.62,"R$750,822.36"
20171007,Social,"9,404","3,858","15,010",16.56%,3.97,0:01:56,0.31%,46,R$515.55,"R$23,715.35"
20171008,(Other),"3,504","2,011","4,288",59.12%,3.24,0:02:54,1.17%,50,R$594.07,"R$29,703.70"
20171008,Direct,"130,758","66,730","151,250",15.16%,5.04,0:05:17,2.84%,"4,302",R$715.86,"R$3,079,612.96"
20171008,Display,"28,024","6,387","39,380",39.82%,3.56,0:03:18,0.84%,330,R$797.26,"R$263,095.86"
20171008,Email,"4,701",984,"5,700",18.18%,5.23,0:04:42,2.00%,114,R$679.29,"R$77,439.21"
20171008,Organic Search,"81,307","33,532","97,998",12.73%,6.84,0:08:04,3.74%,"3,661",R$756.90,"R$2,771,005.52"
20171008,Paid Search,"17,326","9,125","20,643",29.82%,4.96,0:05:28,0.98%,202,"R$1,409.39","R$284,696.95"
20171008,Referral,"27,651","7,073","34,853",12.76%,6.53,0:07:15,4.11%,"1,433",R$801.87,"R$1,149,078.00"
20171008,Social,"8,239","3,671","13,074",17.09%,4.08,0:02:16,0.32%,42,R$692.49,"R$29,084.39"
20171009,(Other),"4,376","2,369","5,283",61.25%,3.11,0:03:00,0.91%,48,R$589.11,"R$28,277.49"
20171009,Direct,"164,749","74,616","194,778",17.78%,4.8,0:05:34,2.48%,"4,836",R$761.79,"R$3,684,007.38"
20171009,Display,"27,966","2,563","39,791",26.64%,3.99,0:03:38,0.74%,295,R$834.06,"R$246,048.48"
20171009,Email,"3,782",808,"4,582",19.12%,5,0:04:41,1.16%,53,R$740.47,"R$39,244.83"
20171009,Organic Search,"117,815","48,954","141,926",13.20%,6.27,0:07:45,3.02%,"4,281",R$783.49,"R$3,354,118.13"
20171009,Paid Search,"20,003","10,263","24,111",30.22%,4.58,0:05:00,0.88%,212,"R$1,170.88","R$248,227.10"
20171009,Referral,"32,303","9,169","40,564",13.50%,5.57,0:06:31,3.28%,"1,329",R$819.95,"R$1,089,709.41"
20171009,Social,"13,619","5,954","19,458",21.53%,3.89,0:02:34,0.27%,52,R$630.27,"R$32,774.11"
20171010,(Other),"3,874","1,939","4,771",59.46%,3.17,0:03:08,1.09%,52,R$478.42,"R$24,877.80"
20171010,Direct,"153,034","71,709","185,243",16.35%,4.88,0:05:34,2.58%,"4,775",R$758.97,"R$3,624,096.47"
20171010,Display,"32,080","9,189","42,630",29.66%,4.13,0:03:04,0.66%,282,R$775.77,"R$218,767.85"
20171010,Email,"2,843",546,"3,528",19.33%,5.61,0:05:48,2.01%,71,R$590.77,"R$41,944.40"
20171010,Organic Search,"110,234","46,135","135,399",13.54%,6.35,0:07:52,3.30%,"4,463",R$759.14,"R$3,388,060.80"
20171010,Paid Search,"18,217","8,712","21,993",30.49%,4.63,0:05:00,0.89%,196,"R$1,434.98","R$281,256.58"
20171010,Referral,"31,471","8,481","39,609",13.79%,5.67,0:06:31,3.42%,"1,354",R$798.29,"R$1,080,885.87"
20171010,Social,"10,572","4,723","13,792",26.62%,3.77,0:03:20,0.48%,66,R$862.06,"R$56,895.99"
20171011,(Other),"3,117","1,314","3,925",47.82%,3.8,0:03:49,1.40%,55,R$796.92,"R$43,830.81"
20171011,Direct,"155,069","70,844","185,118",16.65%,4.83,0:05:22,2.62%,"4,848",R$743.03,"R$3,602,185.67"
20171011,Display,"35,095","9,631","47,721",28.31%,4.02,0:02:45,0.56%,268,R$832.52,"R$223,116.56"
20171011,Email,"5,731","1,235","6,573",13.59%,5.75,0:04:05,0.73%,48,R$531.40,"R$25,507.33"
20171011,Organic Search,"102,292","40,923","125,585",13.28%,6.34,0:07:53,3.49%,"4,382",R$733.56,"R$3,214,456.58"
20171011,Paid Search,"14,889","7,316","18,252",31.72%,4.63,0:04:59,1.12%,205,"R$1,393.20","R$285,606.85"
20171011,Referral,"32,087","8,035","40,422",14.46%,5.87,0:06:28,3.46%,"1,399",R$849.95,"R$1,189,085.12"
20171011,Social,"7,614","2,943","9,881",26.77%,3.83,0:03:35,0.49%,48,R$535.32,"R$25,695.14"
20171012,(Other),"24,005","7,505","28,691",18.50%,5.21,0:03:50,1.22%,350,R$659.26,"R$230,739.78"
20171012,Direct,"139,055","68,572","159,859",15.96%,5.01,0:04:59,2.64%,"4,213",R$650.45,"R$2,740,337.73"
20171012,Display,"27,844","8,591","38,468",29.33%,4.08,0:02:47,0.67%,258,R$641.38,"R$165,476.84"
20171012,Organic Search,"77,726","30,922","94,800",13.05%,6.88,0:08:03,4.00%,"3,792",R$721.35,"R$2,735,365.82"
20171012,Paid Search,"10,431","5,306","12,843",29.99%,5.09,0:05:49,1.13%,145,"R$1,255.25","R$182,011.62"
20171012,Referral,"30,754","7,578","39,207",14.17%,6.37,0:06:47,3.87%,"1,518",R$742.60,"R$1,127,273.99"
20171012,Social,"4,094","1,267","5,420",24.15%,4.13,0:03:52,0.70%,38,R$528.20,"R$20,071.57"
20171013,(Other),"15,089","5,755","17,832",31.56%,4.08,0:03:35,0.94%,167,R$615.86,"R$102,848.21"
20171013,Direct,"138,359","67,493","164,891",16.14%,4.77,0:05:00,2.45%,"4,043",R$663.41,"R$2,682,180.44"
20171013,Display,"32,336","9,944","43,813",29.64%,3.88,0:02:39,0.54%,238,R$632.93,"R$150,637.07"
20171013,Organic Search,"89,545","36,694","110,603",12.91%,6.48,0:07:53,3.71%,"4,103",R$709.18,"R$2,909,783.61"
20171013,Paid Search,"14,394","7,812","17,404",31.45%,4.54,0:04:46,0.80%,140,"R$1,057.69","R$148,076.88"
20171013,Referral,"30,501","7,414","38,553",14.78%,5.99,0:06:29,3.66%,"1,412",R$762.12,"R$1,076,109.41"
20171013,Social,"4,237","1,367","5,414",25.69%,4.08,0:03:56,0.98%,53,R$568.49,"R$30,130.05"
20171014,(Other),"13,113","7,553","15,623",51.96%,3.29,0:02:46,0.74%,115,R$570.59,"R$65,617.30"
20171014,Direct,"119,150","61,529","139,217",15.32%,4.87,0:04:42,2.33%,"3,242",R$685.95,"R$2,223,842.43"
20171014,Display,"25,780","7,347","35,362",30.92%,3.99,0:02:33,0.52%,183,R$646.09,"R$118,234.21"
20171014,Organic Search,"74,595","29,920","90,997",13.22%,6.71,0:07:35,3.53%,"3,213",R$731.88,"R$2,351,536.47"
20171014,Paid Search,"12,710","6,971","15,799",28.98%,4.58,0:04:37,0.78%,123,"R$1,039.11","R$127,810.11"
20171014,Referral,"25,733","6,021","32,758",14.06%,6.16,0:06:32,3.47%,"1,138",R$743.48,"R$846,075.10"
20171014,Social,"3,422","1,189","4,466",23.89%,4.13,0:03:53,0.72%,32,R$590.22,"R$18,887.13"
20171015,(Other),"17,398","9,247","20,862",52.20%,3.36,0:02:50,0.78%,163,R$565.73,"R$92,214.55"
20171015,Direct,"133,698","65,453","155,440",15.62%,5.25,0:05:20,3.14%,"4,881",R$654.06,"R$3,192,450.67"
20171015,Display,"20,783","7,429","27,172",39.69%,3.79,0:02:43,0.81%,221,R$779.28,"R$172,221.77"
20171015,Organic Search,"87,781","36,630","107,787",12.79%,6.98,0:08:13,4.24%,"4,575",R$697.47,"R$3,190,913.50"
20171015,Paid Search,"12,468","6,375","15,139",32.18%,4.75,0:05:06,1.27%,192,"R$1,148.51","R$220,513.35"
20171015,Referral,"29,932","7,589","37,598",13.29%,6.43,0:07:01,4.33%,"1,628",R$713.99,"R$1,162,371.55"
20171015,Social,"3,639","1,367","4,795",23.84%,4.07,0:03:37,0.88%,42,R$548.84,"R$23,051.26"
20171016,(Other),"17,583","8,751","21,252",50.06%,3.08,0:02:49,0.64%,135,R$658.95,"R$88,958.89"
20171016,Direct,"170,137","75,457","207,752",16.28%,4.86,0:05:31,2.39%,"4,971",R$729.10,"R$3,624,347.30"
20171016,Display,"31,384","10,580","40,944",33.59%,3.71,0:02:32,0.42%,173,R$732.14,"R$126,660.94"
20171016,Organic Search,"129,712","54,775","159,583",12.52%,6.31,0:07:57,3.19%,"5,094",R$781.04,"R$3,978,621.24"
20171016,Paid Search,"15,970","8,621","18,987",29.15%,4.81,0:05:28,0.94%,179,"R$1,784.22","R$319,375.54"
20171016,Referral,"36,423","8,373","45,304",13.97%,5.66,0:06:20,3.06%,"1,386",R$810.78,"R$1,123,742.95"
20171016,Social,"9,452","3,684","12,115",28.63%,3.64,0:03:12,0.35%,43,R$760.74,"R$32,711.85"
20171017,(Other),"19,793","9,347","24,844",41.66%,2.85,0:02:44,0.75%,186,R$686.24,"R$127,640.79"
20171017,Direct,"161,730","72,057","193,753",16.56%,4.92,0:05:31,2.65%,"5,140",R$754.11,"R$3,876,104.82"
20171017,Display,"32,572","10,446","42,251",32.33%,3.77,0:02:33,0.56%,235,R$672.27,"R$157,984.21"
20171017,Organic Search,"126,947","53,995","153,707",13.15%,6.45,0:08:06,3.65%,"5,617",R$768.36,"R$4,315,904.80"
20171017,Other Advertising,1,0,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20171017,Paid Search,"23,058","13,395","27,209",31.38%,4.44,0:04:49,0.77%,210,"R$1,205.16","R$253,084.17"
20171017,Referral,"32,688","6,658","41,157",14.36%,5.73,0:06:34,3.70%,"1,524",R$820.22,"R$1,250,010.59"
20171017,Social,"11,905","5,367","15,341",26.47%,3.77,0:03:10,0.37%,56,R$764.34,"R$42,803.07"
20171018,(Other),"12,097","4,895","16,348",36.10%,2.6,0:02:40,0.80%,130,R$686.76,"R$89,278.21"
20171018,Direct,"173,756","79,572","207,427",17.15%,4.88,0:05:24,2.62%,"5,437",R$732.07,"R$3,980,245.36"
20171018,Display,"26,971","6,703","36,153",28.66%,4.01,0:02:52,0.56%,202,R$794.68,"R$160,524.40"
20171018,Email,"15,924","4,622","18,228",12.55%,5.82,0:04:15,1.05%,192,R$597.64,"R$114,747.04"
20171018,Organic Search,"127,374","54,279","156,980",13.21%,6.57,0:08:11,3.92%,"6,155",R$747.42,"R$4,600,399.00"
20171018,Other Advertising,1,0,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20171018,Paid Search,"20,989","11,291","25,117",31.24%,4.55,0:05:00,0.82%,207,"R$1,661.25","R$343,877.99"
20171018,Referral,"35,296","6,741","45,325",15.04%,5.79,0:06:27,3.51%,"1,592",R$776.41,"R$1,236,051.13"
20171018,Social,"12,300","5,783","15,632",25.22%,4.04,0:03:19,0.58%,90,R$656.17,"R$59,055.05"
20171019,(Other),"74,190","65,426","83,985",82.77%,1.43,0:00:39,0.16%,136,R$849.44,"R$115,523.54"
20171019,Direct,"173,415","78,261","203,672",17.64%,4.77,0:05:10,2.43%,"4,946",R$739.20,"R$3,656,093.35"
20171019,Display,"38,304","16,634","48,034",41.89%,3.32,0:02:10,0.42%,204,R$794.54,"R$162,086.52"
20171019,Email,"21,020","6,639","24,701",15.10%,5.14,0:03:47,0.87%,214,R$707.09,"R$151,317.66"
20171019,Organic Search,"126,117","52,015","153,724",13.19%,6.42,0:07:46,3.40%,"5,230",R$747.84,"R$3,911,227.05"
20171019,Paid Search,"19,127","9,976","23,077",30.56%,4.61,0:04:51,0.83%,191,"R$1,269.04","R$242,385.82"
20171019,Referral,"38,087","8,509","47,393",18.07%,5.72,0:06:11,3.21%,"1,523",R$798.10,"R$1,215,503.74"
20171019,Social,"11,065","4,766","14,439",28.49%,3.69,0:03:12,0.48%,69,R$680.80,"R$46,975.38"
20171020,(Other),"8,727","3,014","11,624",36.66%,2.7,0:02:56,0.79%,92,R$891.72,"R$82,038.57"
20171020,Direct,"162,407","73,874","192,048",17.27%,4.69,0:05:00,2.22%,"4,268",R$698.60,"R$2,981,611.48"
20171020,Display,"23,546","3,673","32,097",18.63%,4.26,0:02:56,0.66%,212,R$694.64,"R$147,262.62"
20171020,Email,"18,501","5,143","21,860",13.58%,5.58,0:04:06,1.04%,227,R$566.74,"R$128,649.03"
20171020,Organic Search,"112,134","44,439","137,113",13.39%,6.31,0:07:37,3.30%,"4,531",R$694.16,"R$3,145,259.75"
20171020,Other Advertising,1,0,1,0.00%,7,0:03:04,0.00%,0,R$0.00,R$0.00
20171020,Paid Search,"20,382","10,841","24,500",30.73%,4.46,0:04:40,0.93%,228,"R$1,514.84","R$345,382.41"
20171020,Referral,"32,374","5,754","41,169",14.87%,6.01,0:06:32,3.40%,"1,398",R$769.79,"R$1,076,162.18"
20171020,Social,"9,518","4,831","11,651",30.05%,3.67,0:02:49,0.55%,64,R$576.01,"R$36,864.69"
20171021,(Other),"6,430","2,133","8,762",32.72%,3.14,0:03:28,1.46%,128,R$507.65,"R$64,979.66"
20171021,Direct,"138,633","69,046","162,286",16.26%,5.17,0:05:09,2.96%,"4,809",R$584.64,"R$2,811,555.40"
20171021,Display,"19,071","4,392","25,485",22.89%,4.29,0:02:57,0.87%,222,R$565.33,"R$125,503.23"
20171021,Email,"23,753","6,841","28,841",17.37%,5.59,0:04:16,1.44%,414,R$486.23,"R$201,298.77"
20171021,Organic Search,"85,115","33,581","104,816",13.09%,7.34,0:08:30,4.49%,"4,703",R$667.26,"R$3,138,125.28"
20171021,Paid Search,"16,192","8,452","20,013",29.23%,5.16,0:05:23,1.01%,202,"R$1,236.87","R$249,848.42"
20171021,Referral,"21,375","4,620","27,771",13.37%,6.48,0:07:05,4.69%,"1,302",R$662.34,"R$862,364.17"
20171021,Social,"23,187","17,913","26,462",46.15%,3.02,0:01:53,0.38%,101,R$450.54,"R$45,504.29"
20171022,(Other),"6,366","2,101","8,783",30.46%,3.3,0:03:37,1.98%,174,R$728.28,"R$126,721.15"
20171022,Direct,"141,280","69,789","165,654",15.98%,5.54,0:05:51,3.76%,"6,236",R$597.08,"R$3,723,398.16"
20171022,Display,"21,373","5,543","28,790",24.89%,4.12,0:02:49,0.80%,229,R$677.21,"R$155,080.28"
20171022,Email,"20,339","8,035","25,277",31.23%,4.92,0:04:01,1.36%,344,R$567.87,"R$195,345.82"
20171022,Organic Search,"94,617","38,570","116,486",13.01%,7.35,0:08:48,4.86%,"5,661",R$668.42,"R$3,783,911.92"
20171022,Paid Search,"20,693","10,984","25,245",29.99%,5.07,0:05:26,1.11%,281,"R$1,267.38","R$356,134.59"
20171022,Referral,"26,024","6,610","32,526",12.83%,6.69,0:07:25,5.20%,"1,690",R$695.51,"R$1,175,419.53"
20171022,Social,"25,825","19,892","29,173",50.05%,2.87,0:01:45,0.33%,96,R$574.28,"R$55,131.13"
20171023,(Other),"9,014","3,261","12,152",26.74%,2.98,0:03:23,1.09%,132,R$701.74,"R$92,629.46"
20171023,Direct,"169,137","74,824","203,368",16.43%,4.91,0:05:31,2.56%,"5,197",R$707.52,"R$3,676,958.71"
20171023,Display,"28,743","6,723","38,257",23.03%,4.17,0:02:47,0.55%,209,R$735.11,"R$153,638.82"
20171023,Email,"15,544","5,288","18,730",25.76%,4.76,0:04:10,0.88%,165,R$576.81,"R$95,173.62"
20171023,Organic Search,"125,747","51,564","157,327",12.64%,6.36,0:08:04,3.43%,"5,394",R$747.89,"R$4,034,097.81"
20171023,Paid Search,"21,492","11,929","26,473",26.57%,4.64,0:04:50,0.77%,204,"R$1,225.34","R$249,968.84"
20171023,Referral,"37,012","8,084","46,645",14.68%,6.19,0:06:48,3.49%,"1,630",R$794.71,"R$1,295,385.19"
20171023,Social,"14,629","7,079","18,030",33.38%,3.41,0:02:48,0.35%,64,R$595.23,"R$38,094.57"
20171024,(Other),"9,613","3,552","13,733",24.52%,3.01,0:03:48,1.97%,271,R$745.65,"R$202,070.14"
20171024,Direct,"162,307","75,642","193,993",19.57%,4.61,0:05:29,2.58%,"5,002",R$737.64,"R$3,689,658.72"
20171024,Display,"20,021","1,532","27,285",13.63%,4.71,0:03:32,0.78%,212,R$702.94,"R$149,024.25"
20171024,Email,"7,721","1,808","9,585",28.14%,4.72,0:04:30,1.34%,128,R$764.87,"R$97,903.18"
20171024,Organic Search,"130,840","55,406","160,584",12.74%,6.59,0:08:16,3.60%,"5,774",R$778.36,"R$4,494,233.68"
20171024,Paid Search,"12,954","6,853","15,633",25.57%,4.7,0:04:51,0.87%,136,"R$1,205.05","R$163,886.46"
20171024,Referral,"28,550","6,059","36,547",20.03%,5.4,0:06:11,3.31%,"1,210",R$806.91,"R$976,360.55"
20171024,Social,"9,779","3,798","12,060",30.13%,3.73,0:03:48,0.62%,75,R$893.37,"R$67,002.57"
20171025,(Other),"16,987","7,277","26,287",23.97%,3.48,0:03:48,2.24%,590,R$575.07,"R$339,288.55"
20171025,Direct,"166,579","74,625","196,989",16.49%,4.97,0:05:27,2.67%,"5,259",R$718.13,"R$3,776,653.80"
20171025,Display,"21,553","3,432","29,358",18.34%,4.52,0:03:18,0.78%,230,R$678.31,"R$156,010.21"
20171025,Email,"16,798","4,630","19,493",17.48%,5.3,0:04:02,1.03%,200,R$627.43,"R$125,485.86"
20171025,Organic Search,"118,167","46,941","146,056",12.79%,6.7,0:08:19,3.82%,"5,582",R$738.00,"R$4,119,523.79"
20171025,Paid Search,"20,459","11,407","24,482",31.35%,4.57,0:04:59,0.92%,225,"R$1,350.14","R$303,780.87"
20171025,Referral,"37,774","6,898","50,887",13.01%,5.57,0:06:06,3.27%,"1,663",R$841.67,"R$1,399,704.65"
20171025,Social,"8,143","2,903","10,699",27.07%,3.97,0:03:38,0.75%,80,R$625.15,"R$50,011.94"
20171026,(Other),"12,975","4,901","19,213",23.86%,3.5,0:04:01,2.11%,405,R$650.89,"R$263,609.86"
20171026,Direct,"168,671","76,858","199,431",16.94%,4.88,0:05:16,2.40%,"4,784",R$729.37,"R$3,489,293.80"
20171026,Display,"27,678","6,707","37,153",23.29%,4.04,0:02:47,0.59%,221,R$762.10,"R$168,424.15"
20171026,Email,"24,016","7,316","28,329",17.93%,4.98,0:03:45,0.85%,242,R$673.24,"R$162,924.89"
20171026,Organic Search,"119,304","47,984","146,539",13.08%,6.58,0:08:05,3.45%,"5,049",R$744.22,"R$3,757,553.49"
20171026,Paid Search,"25,438","14,150","30,788",31.47%,4.36,0:04:37,0.72%,222,"R$1,304.84","R$289,675.35"
20171026,Referral,"35,800","6,207","47,194",14.84%,5.73,0:06:15,3.32%,"1,568",R$783.59,"R$1,228,665.63"
20171026,Social,"8,042","2,968","10,903",23.56%,4.15,0:03:31,0.61%,67,R$705.67,"R$47,280.22"
20171027,(Other),"10,554","3,621","14,821",23.22%,3.37,0:04:09,1.76%,261,R$614.85,"R$160,476.86"
20171027,Direct,"165,279","77,698","196,380",17.02%,4.75,0:05:11,1.92%,"3,770",R$675.99,"R$2,548,466.06"
20171027,Display,"23,087","3,841","31,473",19.83%,4.3,0:02:59,0.50%,157,R$661.08,"R$103,789.52"
20171027,Email,"19,266","5,247","22,592",15.16%,5.21,0:03:54,0.73%,164,R$590.61,"R$96,859.33"
20171027,Organic Search,"114,431","46,878","142,704",13.30%,6.48,0:08:04,2.79%,"3,981",R$713.51,"R$2,840,484.91"
20171027,Paid Search,"30,685","17,277","37,734",33.99%,4.06,0:04:22,0.52%,195,"R$1,187.68","R$231,596.81"
20171027,Referral,"29,285","5,066","38,409",16.54%,5.62,0:06:18,2.82%,"1,083",R$765.93,"R$829,501.12"
20171027,Social,"9,096","3,538","11,457",23.10%,4.17,0:03:14,0.46%,53,R$687.34,"R$36,429.26"
20171028,(Other),"8,854","3,278","12,479",23.82%,3.33,0:03:54,2.02%,252,R$570.16,"R$143,680.78"
20171028,Direct,"160,840","87,245","183,411",13.85%,4.74,0:04:27,2.04%,"3,737",R$694.02,"R$2,593,563.32"
20171028,Display,"15,762","1,945","22,023",16.14%,4.69,0:03:17,0.66%,145,R$599.88,"R$86,983.02"
20171028,Email,"19,369","5,678","23,386",17.84%,5.37,0:04:12,0.84%,197,R$659.71,"R$129,962.72"
20171028,Organic Search,"80,492","30,821","99,756",13.88%,6.93,0:07:56,3.47%,"3,457",R$718.29,"R$2,483,128.19"
20171028,Paid Search,"18,606","8,792","23,005",34.61%,4.57,0:05:07,1.01%,232,"R$1,334.67","R$309,643.79"
20171028,Referral,"30,714","6,581","39,874",14.68%,6.12,0:06:31,2.91%,"1,161",R$774.79,"R$899,531.99"
20171028,Social,"13,692","5,638","15,092",12.67%,4.94,0:02:34,0.36%,55,R$608.52,"R$33,468.35"
20171029,(Other),"11,138","4,269","16,036",23.88%,3.49,0:04:09,2.16%,346,R$638.56,"R$220,941.28"
20171029,Direct,"180,226","96,570","207,145",13.45%,5.22,0:05:04,2.72%,"5,635",R$670.76,"R$3,779,731.66"
20171029,Display,"17,612","2,565","24,381",15.76%,4.71,0:03:18,0.78%,191,R$718.87,"R$137,304.22"
20171029,Email,"10,503","2,583","12,975",20.48%,5.67,0:04:57,1.52%,197,R$678.67,"R$133,697.60"
20171029,Organic Search,"96,409","37,789","118,720",13.24%,7.17,0:08:35,4.13%,"4,899",R$704.62,"R$3,451,909.45"
20171029,Paid Search,"23,110","11,203","28,749",31.98%,4.85,0:05:25,0.93%,268,"R$1,077.08","R$288,656.12"
20171029,Referral,"36,750","7,968","48,781",14.28%,6.32,0:06:50,3.40%,"1,659",R$733.56,"R$1,216,978.55"
20171029,Social,"19,703","8,638","23,365",15.42%,4.79,0:02:35,0.29%,67,R$544.13,"R$36,456.90"
20171030,(Other),"19,702","9,561","27,068",26.32%,3.09,0:03:30,1.58%,427,R$715.90,"R$305,689.19"
20171030,Direct,"204,560","91,620","243,565",15.90%,4.99,0:05:30,2.45%,"5,959",R$738.55,"R$4,401,033.15"
20171030,Display,"41,682","5,083","57,488",12.48%,4.49,0:02:52,0.49%,283,R$791.81,"R$224,081.25"
20171030,Email,"10,115","2,342","12,133",21.31%,4.95,0:04:45,1.06%,129,R$778.78,"R$100,462.47"
20171030,Organic Search,"132,148","53,257","164,527",12.88%,6.51,0:08:11,3.28%,"5,399",R$766.58,"R$4,138,778.69"
20171030,Paid Search,"30,905","16,570","37,825",30.78%,4.61,0:05:09,0.91%,346,"R$1,676.32","R$580,008.33"
20171030,Referral,"45,115","8,091","58,822",14.89%,5.61,0:06:16,2.89%,"1,702",R$812.39,"R$1,382,683.64"
20171030,Social,"13,851","5,386","16,141",16.74%,4.7,0:02:46,0.33%,53,R$543.81,"R$28,822.01"
20171031,(Other),"28,947","16,487","39,163",27.69%,3.04,0:03:14,1.37%,537,R$639.52,"R$343,421.31"
20171031,Direct,"174,025","79,559","212,029",15.83%,5.02,0:05:45,2.97%,"6,307",R$728.26,"R$4,593,161.36"
20171031,Display,"36,071","3,856","50,121",15.46%,4.42,0:03:03,0.68%,343,R$806.89,"R$276,764.09"
20171031,Email,"12,748","3,354","14,863",18.71%,5.26,0:04:26,1.31%,195,R$651.60,"R$127,062.12"
20171031,Organic Search,"118,135","46,337","145,620",13.08%,6.7,0:08:33,3.97%,"5,779",R$763.10,"R$4,409,968.31"
20171031,Paid Search,"23,319","12,316","28,517",30.34%,4.78,0:05:32,1.27%,363,"R$1,549.08","R$562,314.30"
20171031,Referral,"42,521","7,369","55,687",13.25%,5.2,0:05:46,3.08%,"1,714",R$797.70,"R$1,367,262.10"
20171031,Social,"15,801","7,323","17,809",11.45%,5.37,0:02:42,0.43%,77,R$790.18,"R$60,844.15"
20171101,(Other),"15,971","7,127","22,241",25.45%,3.41,0:03:40,1.88%,419,R$702.14,"R$294,197.10"
20171101,Direct,"161,115","73,124","193,582",17.11%,4.91,0:05:31,2.68%,"5,190",R$728.97,"R$3,783,350.55"
