Date,Default Channel Grouping,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Avg. Order Value,Revenue
20170904,Direct,"162,455","72,989","195,674",16.68%,4.84,0:05:33,2.92%,"5,715",R$689.17,"R$3,938,594.37"
20170904,Display,"25,592","9,386","33,910",31.21%,3.78,0:02:22,0.42%,143,R$768.34,"R$109,872.67"
20170904,Email,1,1,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170904,Organic Search,"118,418","48,641","144,016",12.88%,6.24,0:07:58,3.88%,"5,590",R$742.62,"R$4,151,270.87"
20170904,Paid Search,"27,075","15,160","32,883",33.29%,4.13,0:04:22,0.90%,296,"R$1,350.98","R$399,890.39"
20170904,Referral,"39,906","12,963","49,615",14.02%,5.2,0:05:52,3.45%,"1,712",R$695.26,"R$1,190,284.10"
20170904,Social,503,301,569,30.23%,4.98,0:04:09,1.23%,7,R$538.89,"R$3,772.25"
20170905,(Other),"5,763","1,386","7,339",24.47%,5.02,0:05:03,1.68%,123,R$668.02,"R$82,166.15"
20170905,Direct,"149,455","68,324","178,084",18.86%,4.66,0:05:19,2.69%,"4,782",R$720.29,"R$3,444,446.00"
20170905,Display,"25,558","8,722","34,465",31.47%,3.78,0:02:31,0.48%,167,R$766.81,"R$128,057.73"
20170905,Email,1,1,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170905,Organic Search,"105,254","41,750","127,350",13.01%,6.19,0:07:56,3.83%,"4,873",R$765.23,"R$3,728,945.25"
20170905,Paid Search,"18,693","10,106","22,333",33.84%,4.24,0:04:37,1.01%,226,"R$1,208.70","R$273,166.49"
20170905,Referral,"33,963","10,660","42,599",13.62%,5.27,0:05:59,3.51%,"1,494",R$755.36,"R$1,128,501.58"
20170905,Social,589,337,655,31.15%,4.35,0:03:31,0.46%,3,"R$1,093.13","R$3,279.40"
20170906,(Other),"6,611","1,553","8,104",20.50%,5.33,0:04:48,1.72%,139,R$718.96,"R$99,936.00"
20170906,Direct,"145,258","67,163","173,611",18.09%,4.7,0:05:17,2.83%,"4,911",R$698.61,"R$3,430,857.40"
20170906,Display,"21,995","7,471","28,655",34.99%,3.79,0:02:45,0.61%,176,R$668.21,"R$117,604.59"
20170906,Organic Search,"96,908","38,340","118,606",13.03%,6.27,0:08:05,4.22%,"5,005",R$738.28,"R$3,695,114.35"
20170906,Paid Search,"16,885","9,011","20,078",34.92%,4.26,0:04:51,1.11%,222,"R$1,156.67","R$256,781.65"
20170906,Referral,"32,176","9,961","39,904",14.04%,5.48,0:06:08,3.76%,"1,500",R$695.01,"R$1,042,509.19"
20170906,Social,364,194,422,31.75%,5.23,0:03:40,0.71%,3,R$558.42,"R$1,675.26"
20170907,(Other),"7,186","1,710","8,811",16.25%,5.88,0:05:12,2.22%,196,R$651.57,"R$127,707.44"
20170907,Direct,"129,143","64,686","152,243",16.31%,5.1,0:05:15,3.14%,"4,776",R$604.47,"R$2,886,950.49"
20170907,Display,"35,676","18,210","46,523",40.82%,3.37,0:02:07,0.55%,255,R$605.49,"R$154,399.56"
20170907,Organic Search,"77,639","30,631","95,409",12.66%,7.04,0:08:38,5.07%,"4,833",R$694.56,"R$3,356,813.87"
20170907,Paid Search,"12,854","6,650","15,694",31.95%,4.74,0:05:32,1.62%,254,"R$1,139.14","R$289,342.08"
20170907,Referral,"29,355","8,969","36,211",13.72%,5.98,0:06:27,4.19%,"1,518",R$643.30,"R$976,530.92"
20170907,Social,359,199,414,28.74%,5.63,0:04:19,1.21%,5,R$411.43,"R$2,057.13"
20170908,(Other),"11,779","3,275","13,795",26.84%,5.19,0:04:13,1.36%,188,R$490.31,"R$92,177.71"
20170908,Direct,"149,494","69,090","174,530",15.51%,4.79,0:05:02,2.84%,"4,950",R$593.88,"R$2,939,718.58"
20170908,Display,"41,256","17,869","53,006",34.21%,3.53,0:02:13,0.54%,286,R$575.88,"R$164,701.12"
20170908,Organic Search,"86,946","35,150","107,011",12.68%,6.63,0:08:13,4.46%,"4,770",R$681.15,"R$3,249,076.35"
20170908,Paid Search,"13,213","6,787","15,781",34.17%,4.41,0:04:59,1.10%,174,"R$1,105.99","R$192,441.61"
20170908,Referral,"29,472","8,247","36,515",15.32%,5.51,0:06:01,3.84%,"1,404",R$685.40,"R$962,300.39"
20170908,Social,296,162,329,32.52%,4.95,0:04:00,1.52%,5,R$430.18,"R$2,150.90"
20170909,(Other),"7,447","1,977","8,799",23.21%,5.45,0:04:26,1.69%,149,R$679.52,"R$101,247.81"
20170909,Direct,"121,952","60,617","140,644",15.96%,4.8,0:04:44,2.64%,"3,720",R$637.51,"R$2,371,536.24"
20170909,Display,"33,352","15,985","42,945",35.46%,3.44,0:02:04,0.47%,203,R$592.21,"R$120,217.86"
20170909,Organic Search,"66,954","26,235","82,733",12.60%,6.94,0:08:09,4.57%,"3,784",R$705.55,"R$2,669,800.76"
20170909,Paid Search,"11,277","6,078","13,642",33.70%,4.67,0:05:04,1.14%,155,"R$1,336.71","R$207,189.53"
20170909,Referral,"24,249","6,929","29,972",14.37%,5.69,0:05:59,3.78%,"1,133",R$671.73,"R$761,067.82"
20170909,Social,286,158,327,33.94%,5.19,0:04:25,1.83%,6,R$377.86,"R$2,267.16"
20170910,(Other),"12,044","3,489","14,355",27.84%,5.31,0:04:06,1.46%,209,R$660.22,"R$137,985.37"
20170910,Direct,"151,000","71,057","172,999",15.64%,5.23,0:05:20,3.51%,"6,077",R$625.94,"R$3,803,833.52"
20170910,Display,"34,188","15,230","44,759",35.21%,3.65,0:02:22,0.63%,283,R$666.30,"R$188,563.77"
20170910,Organic Search,"85,893","34,636","105,644",12.10%,7.16,0:08:39,5.42%,"5,721",R$685.61,"R$3,922,395.40"
20170910,Paid Search,"13,517","7,300","16,281",33.08%,4.75,0:05:08,1.21%,197,"R$1,234.21","R$243,138.57"
20170910,Referral,"30,504","9,308","38,104",13.74%,6.07,0:06:33,4.62%,"1,760",R$640.29,"R$1,126,909.48"
20170910,Social,307,144,342,28.65%,5.85,0:06:00,1.46%,5,R$980.12,"R$4,900.61"
20170911,(Other),"10,663","3,069","12,598",28.33%,4.82,0:04:13,1.14%,143,R$761.27,"R$108,860.91"
20170911,Direct,"176,546","75,162","211,249",16.08%,4.77,0:05:26,2.67%,"5,635",R$701.20,"R$3,951,251.98"
20170911,Display,"31,807","7,278","41,861",27.88%,4.11,0:02:55,0.69%,289,R$745.03,"R$215,312.91"
20170911,Email,1,0,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170911,Organic Search,"122,866","50,749","149,587",12.50%,6.26,0:07:59,3.76%,"5,627",R$767.87,"R$4,320,829.79"
20170911,Paid Search,"19,331","10,776","23,141",35.91%,4.16,0:04:32,0.89%,206,"R$1,341.42","R$276,333.49"
20170911,Referral,"35,943","10,632","44,265",15.04%,5.31,0:06:02,3.54%,"1,566",R$744.55,"R$1,165,967.73"
20170911,Social,334,176,385,37.66%,4.55,0:03:42,0.26%,1,R$179.90,R$179.90
20170912,(Other),"6,810","1,934","8,228",29.87%,4.74,0:04:30,1.42%,117,R$633.84,"R$74,159.57"
20170912,Direct,"162,011","70,229","192,069",18.19%,4.75,0:05:26,2.72%,"5,233",R$758.96,"R$3,971,625.58"
20170912,Display,"26,920","5,774","35,537",27.89%,4.12,0:03:05,0.72%,256,R$727.33,"R$186,197.10"
20170912,Organic Search,"114,355","47,927","140,953",12.80%,6.27,0:08:06,3.95%,"5,563",R$800.52,"R$4,453,267.15"
20170912,Paid Search,"15,994","8,766","19,056",36.82%,4.14,0:04:42,1.04%,198,"R$1,366.41","R$270,550.07"
20170912,Referral,"31,752","9,385","39,450",14.51%,5.19,0:06:04,3.52%,"1,388",R$809.27,"R$1,123,269.45"
20170912,Social,626,304,683,32.50%,4.3,0:04:02,1.46%,10,R$385.40,"R$3,854.02"
20170913,(Other),"11,433","3,335","13,527",16.48%,5.49,0:04:13,1.03%,140,R$641.95,"R$89,873.61"
20170913,Direct,"161,665","73,075","194,906",16.57%,4.76,0:05:25,2.65%,"5,161",R$745.37,"R$3,846,834.97"
20170913,Display,"29,816","10,520","38,121",39.78%,3.62,0:02:42,0.63%,242,R$718.32,"R$173,833.38"
20170913,Organic Search,"114,755","47,059","139,691",12.56%,6.28,0:08:04,3.98%,"5,563",R$775.00,"R$4,311,349.93"
20170913,Paid Search,"15,572","8,481","18,576",34.81%,4.26,0:04:51,1.01%,188,"R$1,113.74","R$209,383.79"
20170913,Referral,"31,705","9,165","39,233",15.02%,5.38,0:06:07,3.60%,"1,411",R$790.82,"R$1,115,845.09"
20170913,Social,501,249,566,29.68%,4.86,0:04:45,1.24%,7,R$484.53,"R$3,391.70"
20170914,(Other),"15,722","4,973","18,682",18.56%,4.87,0:04:01,0.98%,184,R$712.57,"R$131,112.25"
20170914,Direct,"159,085","70,473","188,426",16.78%,4.75,0:05:13,2.49%,"4,690",R$722.45,"R$3,388,300.27"
20170914,Display,"30,874","11,301","39,392",42.09%,3.44,0:02:34,0.57%,223,R$770.24,"R$171,763.33"
20170914,Email,8,1,8,62.50%,1.75,0:00:07,0.00%,0,R$0.00,R$0.00
20170914,Organic Search,"110,386","45,654","135,978",12.88%,6.25,0:07:48,3.69%,"5,024",R$772.78,"R$3,882,451.63"
20170914,Paid Search,"13,517","7,325","15,927",32.18%,4.36,0:04:59,0.97%,154,"R$1,234.21","R$190,068.48"
20170914,Referral,"31,569","9,088","39,425",15.29%,5.39,0:06:02,3.58%,"1,410",R$758.99,"R$1,070,177.14"
20170914,Social,386,217,445,29.89%,4.84,0:04:18,1.12%,5,"R$1,168.48","R$5,842.39"
20170915,(Other),"6,427","1,668","8,036",27.86%,4.64,0:04:23,1.48%,119,R$771.71,"R$91,833.04"
20170915,Direct,"139,460","62,191","167,287",17.32%,4.67,0:05:08,2.43%,"4,070",R$722.36,"R$2,940,018.72"
20170915,Display,"30,315","12,135","39,254",41.89%,3.45,0:02:27,0.61%,238,R$703.55,"R$167,444.68"
20170915,Email,9,4,10,60.00%,1.5,0:00:58,0.00%,0,R$0.00,R$0.00
20170915,Organic Search,"98,422","39,750","121,106",12.99%,6.2,0:07:42,3.69%,"4,474",R$770.19,"R$3,445,845.92"
20170915,Paid Search,"12,688","6,775","14,987",33.70%,4.29,0:04:48,0.85%,128,"R$1,416.84","R$181,356.07"
20170915,Referral,"27,786","7,455","34,414",15.56%,5.29,0:05:53,3.43%,"1,181",R$786.68,"R$929,073.03"
20170915,Social,686,438,733,45.16%,3.71,0:02:50,0.55%,4,R$205.68,R$822.70
20170916,(Other),"15,632","4,669","18,273",21.75%,4.76,0:03:40,0.98%,179,R$631.60,"R$113,056.29"
20170916,Direct,"120,252","57,268","139,619",15.23%,4.75,0:04:46,2.44%,"3,407",R$731.94,"R$2,493,710.40"
20170916,Display,"30,945","15,769","40,387",47.00%,3.15,0:01:55,0.48%,192,R$664.88,"R$127,656.93"
20170916,Email,1,0,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170916,Organic Search,"71,715","27,737","86,995",12.70%,6.66,0:07:52,3.99%,"3,472",R$755.89,"R$2,624,460.01"
20170916,Paid Search,"10,591","5,620","12,845",35.10%,4.44,0:04:47,1.14%,146,"R$1,142.52","R$166,808.26"
20170916,Referral,"22,719","6,135","28,356",14.58%,5.67,0:06:04,3.62%,"1,027",R$745.35,"R$765,471.42"
20170916,Social,409,245,449,37.42%,4.47,0:03:35,0.89%,4,R$881.24,"R$3,524.97"
20170917,(Other),"8,985","2,380","10,982",23.29%,4.88,0:04:28,1.70%,187,R$669.57,"R$125,210.25"
20170917,Direct,"133,168","61,524","154,542",15.29%,5.23,0:05:31,3.54%,"5,464",R$687.68,"R$3,757,508.55"
20170917,Display,"30,653","14,502","40,768",43.82%,3.38,0:02:10,0.63%,257,R$634.11,"R$162,965.72"
20170917,Email,1,0,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170917,Organic Search,"83,888","33,805","103,085",12.38%,6.83,0:08:16,4.82%,"4,964",R$760.79,"R$3,776,571.90"
20170917,Paid Search,"13,159","6,784","15,798",34.57%,4.58,0:05:00,1.21%,191,"R$1,220.89","R$233,190.80"
20170917,Referral,"26,534","7,129","32,852",12.84%,5.99,0:06:32,4.68%,"1,539",R$727.25,"R$1,119,235.49"
20170917,Social,364,187,409,26.16%,5.07,0:03:48,0.98%,4,R$782.82,"R$3,131.30"
20170918,(Other),"9,176","2,667","11,199",24.81%,4.92,0:04:51,1.45%,162,R$672.55,"R$108,952.79"
20170918,Direct,"172,568","76,064","206,126",15.97%,4.93,0:05:43,3.00%,"6,182",R$750.71,"R$4,640,915.84"
20170918,Display,"34,735","12,296","43,580",39.96%,3.72,0:02:46,0.72%,314,R$796.80,"R$250,195.45"
20170918,Email,3,1,6,50.00%,1.83,0:00:08,0.00%,0,R$0.00,R$0.00
20170918,Organic Search,"113,802","45,681","139,061",12.88%,6.34,0:08:11,4.03%,"5,598",R$804.26,"R$4,502,267.08"
20170918,Paid Search,"17,233","9,127","20,545",34.71%,4.44,0:05:00,1.11%,229,"R$1,269.94","R$290,815.82"
20170918,Referral,"36,699","10,724","45,563",13.64%,5.69,0:06:37,3.82%,"1,742",R$788.04,"R$1,372,763.68"
20170918,Social,698,478,760,44.34%,4.08,0:03:18,0.66%,5,R$884.36,"R$4,421.78"
20170919,(Other),"5,211","1,369","6,433",25.66%,5.02,0:05:04,1.57%,101,R$702.03,"R$70,905.38"
20170919,Direct,"153,045","67,740","183,051",15.90%,4.91,0:05:39,3.02%,"5,530",R$720.77,"R$3,985,851.77"
20170919,Display,"32,002","11,113","41,088",39.81%,3.64,0:02:48,0.79%,326,R$708.07,"R$230,831.31"
20170919,Email,5,0,8,37.50%,2.62,0:01:49,0.00%,0,R$0.00,R$0.00
20170919,Organic Search,"104,536","42,356","129,026",12.61%,6.3,0:08:05,4.00%,"5,162",R$772.28,"R$3,986,518.96"
20170919,Paid Search,"17,909","9,944","21,397",34.59%,4.26,0:04:43,1.01%,216,"R$1,205.95","R$260,484.25"
20170919,Referral,"32,804","9,019","40,161",14.68%,5.56,0:06:16,3.77%,"1,513",R$768.66,"R$1,162,983.24"
20170919,Social,511,307,564,37.06%,4.25,0:04:15,1.60%,9,R$627.07,"R$5,643.65"
20170920,(Other),"17,575","5,701","20,432",13.84%,5.17,0:03:47,0.85%,173,R$566.80,"R$98,056.41"
20170920,Direct,"161,318","73,971","191,789",16.30%,4.68,0:05:08,2.38%,"4,556",R$745.52,"R$3,396,580.18"
20170920,Display,"29,530","9,251","37,807",37.94%,3.68,0:02:48,0.67%,253,R$805.81,"R$203,869.36"
20170920,Email,2,0,5,0.00%,3.4,0:01:27,0.00%,0,R$0.00,R$0.00
20170920,Organic Search,"101,527","40,808","124,046",12.89%,6.2,0:07:54,3.58%,"4,440",R$796.40,"R$3,536,025.00"
20170920,Paid Search,"16,546","8,787","19,708",34.07%,4.39,0:04:50,1.00%,197,"R$1,155.29","R$227,592.88"
20170920,Referral,"32,022","8,485","39,517",15.09%,5.55,0:06:14,3.33%,"1,315",R$760.33,"R$999,839.53"
20170920,Social,447,269,479,36.12%,4.2,0:04:10,0.84%,4,R$532.38,"R$2,129.50"
20170921,(Other),"22,942","7,987","27,432",17.98%,4.48,0:03:25,0.69%,189,R$674.17,"R$127,417.51"
20170921,Direct,"163,212","73,842","193,064",17.72%,4.52,0:04:56,1.95%,"3,772",R$791.68,"R$2,986,213.63"
20170921,Display,"30,884","9,169","39,852",36.27%,3.63,0:02:42,0.52%,209,R$773.80,"R$161,724.71"
20170921,Email,2,0,3,0.00%,4.67,0:14:55,0.00%,0,R$0.00,R$0.00
20170921,Organic Search,"98,842","39,588","121,383",13.46%,5.9,0:07:29,2.90%,"3,519",R$829.92,"R$2,920,471.89"
20170921,Paid Search,"17,095","8,913","20,572",34.40%,4.2,0:04:49,0.89%,183,"R$1,087.20","R$198,957.85"
20170921,Referral,"32,293","8,589","39,858",16.30%,5.41,0:05:51,2.60%,"1,036",R$846.74,"R$877,220.90"
20170921,Social,439,258,515,33.59%,4.63,0:04:09,0.78%,4,R$282.19,"R$1,128.77"
20170922,(Other),"15,231","4,082","18,188",17.30%,4.91,0:03:52,0.92%,167,R$703.67,"R$117,513.22"
20170922,Direct,"153,250","69,092","181,911",17.12%,4.57,0:04:53,2.05%,"3,733",R$764.34,"R$2,853,267.70"
20170922,Display,"33,785","11,884","44,620",35.31%,3.65,0:02:26,0.55%,244,R$724.62,"R$176,806.16"
20170922,Organic Search,"91,680","36,025","112,260",13.20%,6,0:07:26,3.16%,"3,543",R$852.92,"R$3,021,896.93"
20170922,Paid Search,"17,478","9,229","20,730",32.64%,4.43,0:04:34,0.85%,176,"R$1,387.95","R$244,280.05"
20170922,Referral,"30,345","7,708","37,118",15.82%,5.4,0:05:39,2.71%,"1,005",R$803.40,"R$807,413.08"
20170922,Social,377,200,406,32.51%,4.95,0:04:23,0.49%,2,R$566.85,"R$1,133.70"
20170923,(Other),"13,427","4,025","16,054",19.26%,4.86,0:03:58,1.33%,214,R$597.16,"R$127,792.05"
20170923,Direct,"127,862","60,830","146,648",15.23%,4.87,0:04:47,2.45%,"3,590",R$711.82,"R$2,555,418.52"
20170923,Display,"28,533","10,193","40,151",33.68%,3.84,0:02:20,0.57%,230,R$676.71,"R$155,643.47"
20170923,Organic Search,"68,349","26,409","83,506",12.90%,6.61,0:07:37,3.77%,"3,149",R$769.97,"R$2,424,647.16"
20170923,Paid Search,"15,119","8,062","18,433",30.41%,4.9,0:04:48,0.98%,181,"R$1,054.32","R$190,831.76"
20170923,Referral,"25,310","6,067","31,482",14.90%,5.9,0:06:04,3.36%,"1,059",R$738.08,"R$781,622.22"
20170923,Social,441,290,486,46.91%,3.97,0:02:40,1.44%,7,R$602.17,"R$4,215.21"
20170924,(Other),"8,492","2,293","10,663",22.22%,5.07,0:04:39,2.08%,222,R$548.58,"R$121,785.84"
20170924,Direct,"140,614","67,666","161,864",15.04%,5.19,0:05:22,3.26%,"5,284",R$701.62,"R$3,707,375.18"
20170924,Display,"30,459","10,942","42,179",33.13%,3.85,0:02:30,0.69%,290,R$692.26,"R$200,754.11"
20170924,Email,1,0,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170924,Organic Search,"79,489","31,146","96,052",12.51%,6.85,0:08:16,4.70%,"4,514",R$765.09,"R$3,453,605.60"
20170924,Paid Search,"16,373","8,477","19,906",31.16%,4.91,0:05:03,1.21%,241,"R$1,118.11","R$269,465.42"
20170924,Referral,"27,606","7,156","34,975",13.55%,6.15,0:06:38,4.13%,"1,446",R$761.38,"R$1,100,954.01"
20170924,Social,989,822,"1,033",66.31%,2.66,0:01:37,0.19%,2,R$435.85,R$871.70
20170925,(Other),"8,554","2,275","10,457",23.04%,4.63,0:04:32,1.24%,130,R$699.66,"R$90,955.97"
20170925,Direct,"176,551","80,598","214,369",16.74%,4.78,0:05:22,2.48%,"5,307",R$773.87,"R$4,106,928.92"
20170925,Display,"35,210","8,510","46,519",29.39%,4.03,0:02:53,0.59%,273,R$714.43,"R$195,040.11"
20170925,Email,1,0,2,0.00%,4,0:01:24,0.00%,0,R$0.00,R$0.00
20170925,Organic Search,"116,591","47,363","141,865",12.95%,6.11,0:07:47,3.38%,"4,789",R$824.81,"R$3,950,021.89"
20170925,Paid Search,"18,567","9,457","22,300",34.16%,4.4,0:04:42,0.83%,185,"R$1,364.60","R$252,450.46"
20170925,Referral,"37,401","10,634","46,614",14.41%,5.35,0:06:00,3.03%,"1,413",R$811.63,"R$1,146,830.14"
20170925,Social,393,219,431,28.07%,5.3,0:05:08,1.62%,7,R$607.67,"R$4,253.66"
20170926,(Other),"7,480","1,905","9,070",19.98%,4.96,0:04:31,1.20%,109,R$705.33,"R$76,880.68"
20170926,Direct,"169,373","79,123","201,356",16.56%,4.72,0:05:14,2.57%,"5,166",R$795.57,"R$4,109,938.09"
20170926,Display,"32,574","7,834","42,482",30.33%,4.07,0:03:00,0.60%,256,R$838.31,"R$214,607.70"
20170926,Organic Search,"101,224","41,402","124,950",13.19%,6.15,0:07:42,3.50%,"4,368",R$853.63,"R$3,728,653.11"
20170926,Paid Search,"16,954","8,903","20,477",33.67%,4.44,0:04:53,1.03%,211,"R$1,383.53","R$291,923.91"
20170926,Referral,"34,276","9,732","43,241",14.39%,5.38,0:06:06,3.37%,"1,457",R$888.80,"R$1,294,986.84"
20170926,Social,337,178,382,25.65%,5.03,0:05:15,1.57%,6,R$517.87,"R$3,107.20"
20170927,(Other),"2,611","1,100","3,244",48.55%,3.95,0:04:13,1.76%,57,R$779.04,"R$44,405.02"
20170927,Direct,"160,708","74,602","190,552",15.61%,4.83,0:05:21,2.66%,"5,074",R$780.99,"R$3,962,749.04"
20170927,Display,"29,395","7,578","38,250",30.89%,4.08,0:03:09,0.74%,284,R$771.95,"R$219,234.77"
20170927,Email,"9,384","2,673","10,500",14.13%,5.36,0:03:54,0.70%,74,R$714.68,"R$52,886.58"
20170927,Organic Search,"97,496","39,686","119,894",13.20%,6.27,0:07:53,3.68%,"4,411",R$823.63,"R$3,633,012.66"
20170927,Paid Search,"17,181","8,991","20,640",33.36%,4.52,0:04:58,1.16%,240,"R$1,273.21","R$305,571.17"
20170927,Referral,"33,123","9,377","40,905",14.01%,5.55,0:06:20,3.56%,"1,458",R$831.80,"R$1,212,767.58"
20170927,Social,314,166,350,28.00%,6.16,0:05:51,2.29%,8,R$765.40,"R$6,123.24"
20170928,(Other),"2,423","1,010","2,963",48.77%,4.05,0:04:06,1.59%,47,R$688.42,"R$32,355.51"
20170928,Direct,"162,607","75,430","196,861",16.00%,4.68,0:05:05,2.46%,"4,833",R$773.53,"R$3,738,473.47"
20170928,Display,"40,236","16,377","50,605",44.81%,3.38,0:02:24,0.51%,260,R$812.49,"R$211,247.48"
20170928,Email,"26,692","8,896","30,063",14.54%,4.93,0:03:27,0.70%,211,R$608.23,"R$128,337.46"
20170928,Organic Search,"99,541","40,173","121,194",13.13%,6.19,0:07:35,3.44%,"4,166",R$796.43,"R$3,317,936.94"
20170928,Paid Search,"14,964","7,945","18,007",31.13%,4.55,0:05:09,1.03%,185,"R$1,191.44","R$220,417.32"
20170928,Referral,"33,323","9,079","41,127",14.69%,5.56,0:06:08,3.41%,"1,402",R$840.03,"R$1,177,719.83"
20170928,Social,"1,222",388,"1,375",30.11%,4.58,0:04:08,0.65%,9,R$777.38,"R$6,996.44"
20170929,(Other),"2,541","1,092","3,115",49.28%,3.74,0:03:55,1.25%,39,"R$1,083.92","R$42,272.91"
20170929,Direct,"151,536","69,156","181,036",16.28%,4.59,0:04:57,2.23%,"4,045",R$787.02,"R$3,183,482.75"
20170929,Display,"30,709","7,125","40,354",27.91%,4.12,0:02:56,0.58%,235,R$802.63,"R$188,617.81"
20170929,Email,"17,088","5,125","19,679",16.25%,4.75,0:03:34,0.67%,131,R$709.54,"R$92,949.71"
20170929,Organic Search,"91,630","36,089","111,842",13.34%,6.2,0:07:30,3.29%,"3,676",R$831.43,"R$3,056,321.22"
20170929,Paid Search,"13,408","7,052","15,873",35.19%,4.15,0:04:33,1.02%,162,"R$1,542.64","R$249,908.15"
20170929,Referral,"30,882","8,135","38,255",15.39%,5.41,0:05:53,3.12%,"1,194",R$830.14,"R$991,184.55"
20170929,Social,"1,260",398,"1,439",26.69%,4.51,0:04:49,0.90%,13,R$652.55,"R$8,483.20"
20170930,(Other),"3,950","1,836","4,874",36.44%,2.94,0:02:42,1.19%,58,R$695.31,"R$40,327.75"
20170930,Direct,"123,920","60,207","141,238",17.89%,4.46,0:04:37,2.08%,"2,931",R$808.80,"R$2,370,589.70"
20170930,Display,"27,251","8,037","35,895",33.33%,3.89,0:02:52,0.51%,183,R$781.86,"R$143,081.17"
20170930,Email,"8,284","2,093","9,826",17.98%,4.69,0:03:49,0.81%,80,R$871.16,"R$69,692.63"
20170930,Organic Search,"68,481","26,944","83,991",16.44%,6.14,0:07:25,3.15%,"2,648",R$878.30,"R$2,325,748.39"
20170930,Paid Search,"13,042","7,292","15,753",32.65%,4.73,0:05:07,0.96%,152,"R$1,656.80","R$251,834.01"
20170930,Referral,"23,054","5,626","29,129",15.65%,5.23,0:05:47,2.80%,815,R$858.82,"R$699,941.89"
20170930,Social,"1,407","1,000","1,498",21.09%,5.35,0:02:56,0.33%,5,R$237.46,"R$1,187.30"
20171001,(Other),"3,120","1,354","3,993",42.95%,3.37,0:03:41,1.20%,48,R$897.70,"R$43,089.63"
20171001,Direct,"138,781","64,885","159,301",19.88%,4.93,0:05:20,2.56%,"4,073",R$779.59,"R$3,175,253.88"
20171001,Display,"25,381","4,618","34,830",19.24%,4.56,0:03:13,0.65%,227,R$756.50,"R$171,724.65"
20171001,Email,"3,875",736,"4,821",21.90%,4.89,0:04:39,1.51%,73,R$625.77,"R$45,681.43"
20171001,Organic Search,"84,580","33,735","107,458",15.77%,6.55,0:08:08,3.43%,"3,690",R$842.01,"R$3,107,010.90"
20171001,Paid Search,"14,961","8,087","18,406",31.27%,4.92,0:05:12,0.98%,180,"R$1,039.75","R$187,155.49"
20171001,Referral,"23,089","5,493","28,896",16.99%,5.44,0:06:31,3.41%,986,R$821.37,"R$809,870.93"
20171001,Social,"2,171","1,635","2,365",21.52%,5.55,0:03:02,0.34%,8,"R$1,425.27","R$11,402.20"
20171002,(Other),"4,194","1,828","5,250",36.76%,3.6,0:03:40,1.01%,53,R$889.36,"R$47,136.16"
20171002,Direct,"167,606","73,500","197,666",13.65%,5.15,0:05:59,2.90%,"5,742",R$723.51,"R$4,154,369.77"
20171002,Display,"42,893","8,784","57,869",26.93%,4.2,0:03:19,0.70%,404,R$743.65,"R$300,433.56"
20171002,Email,"4,497","1,006","5,370",18.58%,4.93,0:04:41,1.45%,78,R$649.44,"R$50,656.70"
20171002,Organic Search,"112,755","44,984","137,306",12.60%,6.62,0:08:26,3.77%,"5,182",R$789.92,"R$4,093,344.81"
20171002,Paid Search,"19,653","10,775","23,677",31.62%,4.73,0:05:17,0.98%,231,R$759.83,"R$175,520.74"
20171002,Referral,"35,517","10,023","43,893",13.53%,5.64,0:06:35,3.80%,"1,669",R$744.94,"R$1,243,302.56"
20171002,Social,"3,692","2,500","4,925",16.02%,4.63,0:02:31,0.55%,27,"R$1,044.05","R$28,189.46"
20171003,(Other),"3,442","1,468","4,233",42.83%,3.92,0:03:51,1.46%,62,R$788.57,"R$48,891.15"
20171003,Direct,"158,670","75,847","186,924",16.56%,5,0:05:46,2.96%,"5,535",R$760.24,"R$4,207,927.90"
20171003,Display,"37,997","5,317","53,205",41.12%,3.36,0:03:18,0.74%,392,R$821.37,"R$321,975.98"
20171003,Email,"2,859",515,"3,586",19.52%,5.36,0:05:16,2.06%,74,R$643.52,"R$47,620.83"
20171003,Organic Search,"104,101","42,877","127,817",12.87%,6.6,0:08:21,3.80%,"4,862",R$806.35,"R$3,920,460.13"
20171003,Paid Search,"20,495","11,241","24,469",30.43%,4.71,0:05:24,1.11%,271,R$944.00,"R$255,824.06"
20171003,Referral,"32,257","9,647","39,625",13.31%,5.93,0:06:55,4.09%,"1,621",R$865.08,"R$1,402,297.40"
20171003,Social,"22,180","17,843","26,973",54.23%,2.39,0:01:15,0.13%,34,R$707.33,"R$24,049.27"
20171004,(Other),"3,153","1,356","3,915",47.97%,3.95,0:04:00,1.30%,51,R$851.09,"R$43,405.64"
20171004,Direct,"158,609","74,945","188,858",14.39%,5.09,0:05:43,2.88%,"5,448",R$731.64,"R$3,985,950.52"
20171004,Display,"34,647","4,136","48,201",39.46%,3.54,0:03:27,0.83%,398,R$723.03,"R$287,766.08"
